longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-119.62,36.35,10,3674,734,1864,718,2.6145,80300
-119.64,36.35,30,1765,310,746,298,2.8125,70200
-119.63,36.34,26,1463,261,699,219,3.5536,71400
-119.63,36.33,14,2928,600,1633,559,1.8385,67500
-119.61,36.33,32,1492,284,926,264,3.0139,61500
-119.63,36.32,36,1518,287,749,255,2.2333,61000
-119.66,36.34,32,1338,276,859,286,2.6397,59700
-119.65,36.34,46,1730,337,752,323,1.8529,67200
-119.65,36.34,47,1869,357,832,315,3.0846,76100
-119.64,36.34,32,2958,670,1504,627,1.8606,56700
-119.64,36.33,41,3095,766,1852,721,1.4524,51700
-119.65,36.33,52,1257,257,624,243,2.3523,59100
-119.65,36.33,47,1059,268,693,241,1.3882,53800
-119.68,36.32,26,592,121,268,116,1.7596,120800
-119.67,36.33,19,1241,244,850,237,2.9375,81700
-119.66,36.33,16,2048,373,1052,388,4.0909,92800
-119.66,36.33,10,1623,409,988,395,1.4194,58100
-119.66,36.32,24,2652,568,1532,445,2.3256,56800
-119.68,36.32,28,1325,276,873,240,2.5833,54400
-119.68,36.31,12,2739,535,1859,498,2.9936,60600
-119.66,36.3,18,1147,202,717,212,3.3681,70500
-119.65,36.32,11,1294,314,713,290,1.5433,50400
-119.64,36.32,32,2205,523,1772,479,1.3569,43100
-119.65,36.3,28,941,175,588,180,2.3466,53400
-119.64,36.31,27,1513,314,1071,284,1.5909,50100
-119.61,36.31,25,1847,371,1460,353,1.8839,46300
-119.57,36.27,20,2673,452,1394,449,2.625,97400
-119.69,36.25,35,2011,349,970,300,2.395,94100
-119.63,36.18,23,207,45,171,50,2.4286,100000
-119.59,36.11,32,752,159,524,155,2.25,50000
-119.57,36.09,6,2015,413,992,319,2.3889,53200
-119.58,36.1,21,1382,327,1469,355,1.3967,46500
-119.56,36.1,29,424,78,284,73,1.5313,43800
-119.56,36.1,25,1093,262,893,252,2.13,50800
-119.56,36.09,35,1648,285,792,265,3.2847,64700
-119.56,36.09,14,1267,290,1077,279,1.85,52300
-119.56,36.08,37,766,189,639,190,1.6607,42100
-119.58,36.11,21,2004,385,1397,398,2.2169,61600
-119.57,36.1,16,1461,400,1201,384,1.5727,54800
-119.57,36.1,36,1729,317,737,278,3.5313,68800
-119.57,36.1,37,1676,316,707,274,2.0595,60700
-119.74,36.15,21,1548,308,1137,306,2.4688,61300
-119.9,36.2,43,187,38,106,40,1.875,137500
-119.82,36.19,33,1293,272,694,229,2.0221,52200
-119.99,36.09,23,333,92,198,55,0.4999,100000
-119.96,35.99,25,1047,270,1505,286,2.0976,47700
-119.8,36.02,20,156,39,171,37,3.05,225000
-120.14,36.04,27,2533,518,1371,461,2.9708,60900
-120.12,36.01,18,1165,334,1119,308,2.2167,48500
-120.14,36,33,1726,420,1371,388,2.0335,43900
-120.12,35.99,7,2049,482,1387,422,2.25,56200
-120.13,35.87,26,48,8,13,8,2.375,71300
-120,35.91,16,259,53,131,38,3.125,62500
-122.89,39.42,16,411,114,26,19,0.4999,73500
-122.9,39.23,39,1295,240,534,179,3.9519,98900
-122.91,39.18,43,89,18,86,27,2.0208,72500
-122.91,39.17,44,202,42,142,39,4.35,68300
-122.9,39.17,45,1314,277,649,232,2.575,73600
-122.88,39.14,20,1125,231,521,196,2.2188,106300
-122.95,39.13,17,380,69,225,72,3.25,137500
-122.89,39.11,10,1588,333,585,254,2.2551,71100
-122.9,39.09,15,2483,544,835,380,1.9141,143200
-122.92,39.08,24,341,64,146,57,4,166300
-122.94,39.1,18,681,120,272,105,2.8906,140600
-122.91,39.07,21,2202,484,1000,381,2.4423,102300
-122.91,39.06,21,1236,238,601,261,1.939,100300
-122.92,39.05,16,1548,295,605,250,3.5652,119000
-122.91,39.05,20,1128,229,621,210,3.2216,93500
-122.92,39.05,38,3131,624,1591,568,2.5457,80700
-122.91,39.05,27,789,208,295,108,3.7667,95000
-122.91,39.03,14,2374,557,723,427,1.3532,95800
-122.7,39.14,13,532,111,214,62,3.3929,108300
-122.87,39.13,15,1927,427,810,321,1.6369,86500
-122.86,39.08,24,3127,674,1015,448,2.0417,78800
-122.83,39.09,26,2191,495,679,371,1.4679,94700
-122.79,39.09,20,1798,395,685,331,1.625,66800
-122.8,39.08,17,1880,467,798,342,1.4676,65000
-122.79,39.08,23,952,200,321,128,1.5208,89000
-122.78,39.05,15,1601,323,661,269,2.6181,108900
-122.53,39.09,11,1264,271,370,177,1.3,69700
-122.69,39.04,9,254,50,66,29,2.7639,112500
-122.73,39.04,23,1618,395,425,244,1.9833,111500
-122.69,39.02,27,2199,527,744,316,2.1094,72400
-122.66,39.03,27,1446,329,594,255,1.165,53300
-122.66,39.02,16,3715,810,943,510,1.7446,109400
-122.7,39,18,793,148,186,59,2.3125,162500
-122.7,38.99,18,1177,224,181,105,2.3558,134700
-122.65,38.99,16,4279,951,1596,666,1.8571,75900
-122.52,38.99,16,975,219,337,155,1.6607,77800
-122.68,38.98,27,2300,508,526,254,2.1838,109700
-122.65,38.97,32,1856,472,703,292,1.1912,60000
-122.63,38.96,17,1708,459,633,312,1.75,64000
-122.62,38.95,19,2230,538,832,359,1.6865,58800
-122.62,38.94,14,1731,400,638,282,2.3179,57500
-122.61,38.93,14,231,36,108,31,4.3897,71300
-122.6,38.93,16,1657,390,572,301,1.4767,62000
-122.62,38.96,16,1914,446,828,332,2.0577,69000
-122.63,38.96,20,2507,577,1072,457,2.3083,60200
-122.65,38.96,27,2143,580,898,367,1.6769,63200
-122.64,38.96,29,883,187,326,136,1.7273,58200
-122.64,38.95,28,1503,370,522,268,1.2029,68900
-122.63,38.95,11,686,127,246,86,1.7083,77300
-122.63,38.94,25,661,144,192,93,1.7566,49000
-122.63,38.94,18,3844,969,1832,845,1.125,81800
-122.62,38.94,13,524,129,215,90,1.5455,55000
-122.7,38.97,17,2554,540,723,319,3.2375,114200
-122.75,39.01,17,4162,967,889,414,3.4187,200500
-122.79,39.02,23,642,203,265,84,1.8833,96900
-122.78,38.97,11,5175,971,2144,792,3.0466,97300
-122.69,38.94,9,1245,234,517,187,3.125,93400
-122.71,38.91,20,41,18,94,10,1.375,55000
-122.86,39.05,20,1592,327,647,253,2.5326,136800
-122.85,39,20,1580,318,753,252,1.8704,88500
-122.83,38.99,15,289,49,191,54,1.6833,113900
-122.83,38.98,17,1383,347,719,296,1.6164,77800
-122.84,38.98,21,939,176,556,178,1.7196,75000
-122.83,38.96,15,1318,296,567,276,1.8692,93800
-122.77,38.92,26,712,140,293,100,4.0119,119400
-122.72,38.88,29,2781,,890,310,1.9906,96600
-122.48,38.9,10,304,63,161,61,2.1964,112500
-122.59,38.92,15,1410,329,599,273,2.1953,75000
-122.6,38.9,23,292,56,92,41,2.9583,91700
-122.62,38.92,13,520,115,249,109,1.8417,84700
-122.65,38.92,30,70,38,20,13,4.125,112500
-122.64,38.87,16,1177,240,519,199,1.5739,73500
-122.5,38.82,12,2394,443,877,341,2.5625,109200
-122.51,38.76,9,2589,482,1050,374,4.0435,132600
-122.55,38.81,7,3639,637,1027,421,3.8831,132100
-122.59,38.78,15,764,145,366,143,3.375,103100
-122.66,38.81,22,852,176,461,142,3.4375,83300
-122.68,38.76,29,994,226,302,117,2.3125,67900
-122.62,38.73,21,1425,323,727,287,2.1474,85300
-122.64,38.71,20,531,126,231,96,2.625,89600
-122.52,38.7,26,102,17,43,13,0.536,87500
-121.11,41.07,26,1707,308,761,250,2.7188,48100
-120.96,41.12,29,779,136,364,123,2.5,59200
-121.07,40.85,17,976,202,511,175,3.6641,80800
-120.38,40.98,27,777,185,318,115,1.6833,40000
-120.35,40.63,33,240,49,63,22,3.625,200000
-120.77,40.65,11,2635,667,280,132,1.7214,118300
-121.02,40.51,17,890,167,406,154,3.3036,78300
-120.96,40.28,19,683,139,302,111,2.5,64100
-121.03,40.35,52,5486,1044,1977,754,2.1833,49500
-120.67,40.5,15,5343,,2503,902,3.5962,85900
-120.57,40.43,15,2045,461,1121,402,2.6902,71500
-120.66,40.42,35,1450,325,717,297,2.5074,66400
-120.65,40.42,39,3240,652,1467,621,2.1875,64300
-120.66,40.41,52,2081,478,1051,419,2.2992,70200
-120.64,40.41,50,1741,424,987,383,1.5066,59300
-120.71,40.36,19,4462,828,2229,777,3.5536,105700
-120.58,40.37,16,3412,667,1873,590,2.2661,61800
-120.42,40.38,26,1652,313,762,280,2.4757,85600
-120.36,40.45,19,689,143,355,127,1.7333,70000
-120.51,40.41,36,36,8,4198,7,5.5179,67500
-120.54,40.29,17,3391,623,1529,571,3.4028,91000
-120.49,40.31,16,1821,360,969,359,3.4643,85100
-120.37,40.17,21,789,141,406,146,2.1198,73500
-120.2,40.26,26,2399,518,1037,443,2.6765,47600
-120.09,39.92,19,2335,518,1028,383,1.7267,60700
-117.71,34.15,17,17715,2370,7665,2312,7.9068,349100
-117.73,34.12,26,1279,163,412,157,6.1731,293800
-117.78,34.13,18,7798,1161,3710,1227,5.8819,260500
-117.76,34.13,8,16759,2274,7249,2156,7.4837,358700
-117.8,34.15,14,7876,1253,3699,1162,5.5423,248700
-117.8,34.11,25,5039,821,2654,802,4.7969,211700
-117.8,34.1,17,5153,1164,2949,1083,3.5603,174600
-117.8,34.1,13,2996,495,1187,464,6.2456,161700
-117.79,34.12,16,2426,426,1319,446,4.8125,224500
-117.79,34.11,18,3814,721,1881,692,4.4722,215600
-117.83,34.14,26,8254,1153,3460,1131,6.5253,349900
-117.83,34.15,20,2421,306,1023,298,8.0683,451500
-117.82,34.13,27,3770,573,1606,562,6.1321,309700
-117.84,34.13,26,3773,694,2103,688,4.6937,198000
-117.87,34.15,24,5745,735,2061,679,8.2827,451400
-117.93,34.15,14,9610,2005,4723,1907,4.0393,156800
-117.9,34.15,21,2056,461,1332,429,3.3942,212800
-117.91,34.14,42,2225,485,1544,464,2.2442,166700
-117.88,34.14,23,2308,322,1001,317,7.5112,355500
-117.88,34.14,32,1764,365,924,329,3.875,186700
-117.85,34.14,35,2899,429,1251,429,6.1049,297200
-117.85,34.14,35,1582,248,654,221,4.9091,275000
-117.86,34.14,33,2344,363,1098,359,6.2089,283400
-117.87,34.15,37,2655,415,1056,401,5.4224,269500
-117.86,34.14,36,3097,667,1484,634,3.1905,235300
-117.87,34.14,30,2495,586,1139,559,2.9375,209200
-117.85,34.13,31,1959,318,1021,303,4.3145,233000
-117.85,34.12,30,4367,1033,2524,954,3.0448,192100
-117.86,34.13,33,2383,428,1269,421,4.636,245500
-117.86,34.13,40,1304,280,607,256,2.588,209500
-117.86,34.13,29,630,145,378,148,3.4107,170800
-117.82,34.12,26,3118,528,1546,545,5.27,209400
-117.84,34.12,25,3465,566,1722,536,4.8304,228900
-117.83,34.11,29,2671,437,1484,445,4.9844,203000
-117.84,34.11,17,3499,621,1911,621,4.8894,191700
-117.84,34.12,34,2026,345,1142,332,4.392,187600
-117.85,34.11,25,9255,1659,4944,1627,4.5708,223000
-117.81,34.08,13,18448,2474,7775,2397,7.7876,348900
-117.81,34.12,23,7063,1176,3100,1112,4.8229,192600
-117.81,34.11,21,3481,808,1866,746,3.6201,150400
-117.81,34.1,19,1935,399,1126,389,3.8929,144600
-117.83,34.1,18,11026,1978,5407,1923,4.075,231100
-117.76,34.1,28,4086,871,1973,853,2.621,202200
-117.78,34.09,32,2643,516,1862,478,3.7177,177200
-117.79,34.1,26,1664,344,1024,339,3.5192,190500
-117.76,34.12,16,9020,1509,3575,1486,4.2415,275700
-117.77,34.12,15,4260,770,2007,695,4.4609,230000
-117.76,34.11,22,4935,954,2874,938,3.9825,180500
-117.77,34.1,50,2388,494,1241,459,2.8818,167200
-117.77,34.11,28,1998,414,1124,389,3.75,180900
-117.78,34.11,23,7079,1381,3205,1327,3.0735,212300
-117.74,34.11,28,3494,566,1391,522,5.3637,214700
-117.75,34.12,25,5411,998,2243,1019,4.3148,240700
-117.74,34.1,26,2723,604,1847,498,2.6779,136000
-117.74,34.1,29,2742,488,2477,532,3.5072,121900
-117.75,34.1,21,8069,2174,4369,2036,3.2756,156800
-117.71,34.12,20,11250,1893,4952,1859,5.6785,239500
-117.73,34.12,26,6459,894,2487,885,6.2089,261800
-117.71,34.1,41,555,130,1492,123,2.2813,125000
-117.71,34.1,52,567,152,2688,126,1.875,212500
-117.72,34.1,52,2867,496,978,513,3.1477,291200
-117.72,34.1,32,3241,895,1592,810,2.4952,181800
-117.72,34.1,46,2477,458,1034,455,5.5,289700
-117.73,34.1,37,3457,,1344,530,5.8891,226000
-117.71,34.09,36,2637,476,1385,483,4.1739,158700
-117.71,34.08,26,2744,494,1411,465,4.2639,154200
-117.72,34.09,36,1473,328,785,299,3.2566,151800
-117.72,34.09,33,4979,934,2575,874,3.7958,152500
-117.73,34.09,30,2345,496,1897,454,2.4375,112100
-117.73,34.09,36,1543,297,1355,303,3.5313,117800
-117.73,34.08,33,1350,265,1251,257,2.9063,115200
-117.74,34.09,30,3199,591,2192,563,3.4871,136400
-117.75,34.08,33,2824,523,1797,493,3.6359,135100
-117.75,34.08,33,1067,194,600,201,4.0368,139100
-117.75,34.09,36,3094,556,1672,545,4.2143,146900
-117.76,34.08,37,2263,502,1677,522,2.9388,139200
-117.77,34.08,27,5929,932,2817,828,6.0434,214800
-117.77,34.07,36,2922,652,2392,629,2.8661,124000
-117.77,34.07,29,2976,662,2452,633,3.0638,113600
-117.75,34.07,52,1548,348,1131,343,2.63,127300
-117.76,34.07,51,1538,394,1173,388,2.3156,109800
-117.76,34.07,48,1157,247,677,218,2.8594,127200
-117.76,34.06,33,1831,486,1625,472,1.9937,103600
-117.76,34.06,47,508,108,384,86,1.9583,92600
-117.77,34.06,27,2178,629,2379,591,1.9766,108000
-117.78,34.07,18,3610,772,2899,765,3.9784,113500
-117.78,34.06,25,1712,491,1807,478,2.2258,114800
-117.79,34.07,33,1694,333,1689,301,3.7583,116300
-117.79,34.07,34,975,192,870,183,3.7933,116100
-117.78,34.06,33,1056,272,964,300,2.4464,128700
-117.78,34.05,39,2933,590,1886,550,3.9224,131300
-117.8,34.06,34,1081,205,1325,252,3.6298,108500
-117.76,34.06,30,1700,504,1719,459,2.227,91900
-117.76,34.05,36,2910,819,3055,782,1.9029,98000
-117.75,34.05,35,1293,339,1494,312,1.6645,93300
-117.76,34.05,36,3839,1004,4711,942,2.3859,116200
-117.74,34.08,35,1613,298,911,293,3.4398,134300
-117.74,34.07,42,2504,553,1550,509,3.0294,135700
-117.74,34.06,48,2438,599,1508,548,2.8983,129200
-117.74,34.07,52,1868,316,947,328,4.2415,140100
-117.75,34.07,52,1279,213,444,204,5.2269,161000
-117.75,34.07,52,2550,586,1246,576,1.6006,146200
-117.72,34.08,34,2742,491,1761,496,3.2481,128800
-117.72,34.07,33,4100,740,2580,730,3.7321,134200
-117.73,34.08,28,5173,1069,3502,954,3.8438,130800
-117.73,34.07,34,4038,725,2716,759,4.1339,135000
-117.72,34.06,32,2209,654,1718,569,1.9643,113200
-117.73,34.06,34,344,108,315,119,3.1786,117800
-117.73,34.06,51,498,115,368,112,1.4063,98800
-117.73,34.07,33,1921,489,1430,467,2.3406,122600
-117.73,34.07,33,1025,261,854,269,2.2596,119400
-117.73,34.05,36,975,243,809,233,2.8929,118100
-117.73,34.05,28,2758,771,2877,694,2.0734,113300
-117.74,34.05,30,1185,317,1466,302,2.625,94300
-117.74,34.05,29,2452,700,3029,665,2.1354,110700
-117.74,34.05,27,852,237,1024,221,2.1141,110900
-117.75,34.05,46,1480,358,1511,348,1.9718,110600
-117.73,34.04,26,3827,814,3367,810,3.15,129700
-117.73,34.03,42,1967,378,1459,348,3.0375,118100
-117.74,34.02,33,2318,464,1904,451,3.7454,116400
-117.74,34.04,27,2215,440,1987,449,3.0429,129600
-117.74,34.03,27,3623,809,3712,754,3.4609,123300
-117.75,34.04,22,2948,636,2600,602,3.125,113600
-117.76,34.04,34,1914,,1564,328,2.8347,115800
-117.76,34.04,36,2242,448,2052,447,3.4464,113000
-117.85,34.11,27,1748,403,985,416,3.1133,180600
-117.92,34.13,42,1762,398,1526,365,2.8643,132600
-117.93,34.12,36,294,67,266,80,3.5385,134400
-117.97,34.11,18,123,28,121,26,3.0417,137500
-117.99,34.08,11,2399,527,2307,531,3.5625,141000
-117.99,34.07,31,1507,369,1548,347,3.4327,147200
-117.98,34.07,15,3543,888,3131,823,3.0184,139400
-117.98,34.07,28,441,106,504,108,2.9107,152500
-117.99,34.06,32,2491,616,2660,595,2.564,145800
-118,34.07,34,1696,456,1609,426,2.25,138500
-117.99,34.07,35,1681,360,1648,373,2.4911,145900
-117.99,34.08,35,1032,207,954,191,2.8906,134800
-117.97,34.08,8,2027,480,1781,447,3.0806,142400
-117.97,34.08,30,2227,474,1961,481,3.3261,164100
-117.98,34.08,17,3640,830,3537,807,3.4784,152200
-117.98,34.1,22,5661,1209,5389,1178,3.7727,159700
-117.98,34.09,31,3073,617,2640,594,3.5,161300
-117.97,34.09,27,3569,761,3339,762,4.1304,160500
-117.95,34.11,29,1986,448,2013,432,3.1034,140800
-117.96,34.1,35,4036,904,3878,846,3.2957,141600
-117.97,34.1,33,1558,316,1600,338,2.9712,143900
-117.97,34.1,26,1399,277,1285,276,4,160100
-117.96,34.09,30,2686,613,2477,573,3.4427,160800
-117.96,34.09,6,1954,534,1584,496,3.1621,131000
-117.96,34.1,30,2775,657,2847,642,3.2266,141800
-117.97,34.09,31,2779,639,2259,670,3.4032,143400
-117.75,34.06,52,1171,318,1126,276,1.9762,105800
-117.75,34.06,52,62,9,44,16,0.4999,112500
-117.74,34.06,4,1391,506,727,369,1.4722,137500
-117.75,34.05,27,437,108,469,97,1.7206,107500
-117.75,34.05,37,378,92,503,103,2.1908,94600
-117.75,34.06,44,477,135,502,117,2.0156,112500
-117.75,34.06,52,24,6,46,7,1.625,67500
-117.94,34.15,33,859,144,421,138,4.4821,220100
-117.95,34.16,17,7116,1089,3538,1083,6.2654,273800
-117.94,34.14,33,1620,283,868,275,5.411,219400
-117.95,34.14,13,3859,710,2283,759,4.5594,184500
-117.95,34.14,33,1943,440,1526,353,3.038,137500
-117.96,34.14,27,2221,542,1328,523,2.5275,151700
-117.96,34.14,33,1994,405,993,403,3.766,163900
-117.96,34.14,9,907,207,619,194,3.9464,179600
-117.97,34.14,15,3595,964,1839,877,2.6014,150300
-117.97,34.14,33,1328,348,903,329,3.1094,136000
-117.97,34.13,42,683,127,541,138,3.4375,151700
-117.98,34.14,24,1596,388,1329,352,3.0417,148000
-117.97,34.13,33,2038,473,1546,469,3.4777,144500
-117.98,34.13,37,1447,309,1279,290,4.0083,142900
-117.98,34.13,29,2110,460,1890,448,3.6806,130500
-117.97,34.15,33,2474,472,1268,437,6.4576,500001
-117.97,34.17,35,5005,848,2112,813,4.9968,295000
-118,34.16,42,1020,156,398,157,6.101,311800
-118.01,34.16,47,1745,270,753,275,5.532,318500
-117.99,34.18,38,2981,432,1063,437,6.5254,365000
-117.99,34.16,40,3838,696,1851,674,4.2407,262000
-118,34.16,52,1354,227,531,206,4.8059,270600
-118,34.15,48,3436,673,1540,648,4.275,256800
-118.01,34.15,52,2234,472,986,439,3.9125,265500
-118.02,34.15,44,2419,437,1045,432,3.875,280800
-118.02,34.17,32,3868,548,1558,528,9.4667,500001
-118.03,34.16,36,1640,239,693,253,6.6888,500001
-118.03,34.15,43,1694,283,674,267,4.1797,486800
-118.02,34.15,44,2267,426,980,372,3.6,307400
-118.06,34.17,38,2726,398,1059,380,7.2419,410400
-118.05,34.17,45,2535,455,1036,437,5.0482,388900
-118.04,34.17,52,1885,401,764,373,4.0385,265700
-118.04,34.18,37,3134,532,1220,508,5.2865,455400
-118.04,34.16,38,1594,249,633,247,5.9582,350700
-118.05,34.16,36,3908,732,1688,725,4.5625,376800
-118.05,34.16,41,3320,713,1236,659,3.5694,278600
-118.06,34.16,46,1467,298,816,267,3.6705,286500
-118.06,34.16,34,2297,419,909,412,4.8214,362500
-118.07,34.16,35,3585,671,1401,623,4.125,330000
-118.03,34.16,36,1401,218,667,225,7.1615,484700
-118.03,34.16,39,2731,366,1034,338,9.8098,500001
-118.05,34.15,32,5131,665,1877,622,8.2004,500001
-118.06,34.15,37,1980,226,697,226,15.0001,500001
-118.05,34.14,39,2125,295,862,303,8.9728,500001
-118.06,34.13,40,4307,918,1769,845,3.6341,391500
-118.06,34.14,42,2461,379,1179,360,7.0315,437300
-118.06,34.14,40,2662,379,1151,387,8.4889,500001
-118.03,34.14,44,1446,250,721,243,4.7308,352200
-118.04,34.13,22,3359,643,1227,588,4.645,276200
-118.04,34.15,34,1523,311,676,295,3.3621,377200
-118.04,34.13,35,249,31,268,29,15.0001,500001
-118.05,34.13,23,3264,729,1475,668,3.735,218300
-118.06,34.13,28,12139,2873,5359,2731,3.292,227300
-118.02,34.14,34,1077,257,478,199,2.6316,252800
-118.02,34.13,32,3308,718,1803,667,3.9464,273600
-118.03,34.14,31,4353,1117,2338,1037,3.0727,242600
-118.01,34.13,36,1332,217,648,203,4.7159,365900
-118.02,34.13,33,2874,458,1239,431,5.2329,430900
-118.02,34.13,34,1966,319,980,297,7.7307,429000
-118.03,34.13,33,2352,373,995,359,4.9583,445700
-118.02,34.12,37,2250,360,989,329,6.1536,366000
-118.02,34.11,35,2454,458,1110,435,3.8029,414800
-118.02,34.12,36,1471,246,751,230,5.4555,395100
-118.02,34.12,38,1778,288,870,281,6.5784,408500
-118.03,34.11,34,2837,460,1344,458,6.5722,437400
-118.01,34.14,20,3350,831,1816,744,2.8352,161700
-118.01,34.14,23,3425,754,2202,729,3.52,187300
-118.02,34.14,31,6854,1578,4131,1524,3.5878,222800
-117.99,34.15,44,2492,611,1951,596,3.1304,185600
-118,34.15,43,2583,633,1544,617,2.5417,178300
-118.01,34.15,32,6597,1579,3689,1459,3.2377,184100
-117.98,34.14,27,6341,1289,2899,1192,3.6336,235200
-117.99,34.14,30,2346,,1988,474,2.5625,153000
-118,34.13,24,2584,520,1869,503,3.2841,167000
-118,34.14,31,1298,431,1131,425,1.0548,178100
-118,34.14,39,1302,303,800,291,3.2723,166900
-118,34.13,35,1005,224,742,221,3.5481,158100
-117.99,34.13,37,1568,371,1618,350,2.9605,129400
-117.99,34.12,37,1527,331,1504,324,3.2857,130100
-117.99,34.12,35,1040,231,1040,242,2.5395,139200
-118,34.12,37,1340,325,928,333,3.9219,175000
-118,34.12,42,870,170,546,164,4.625,173800
-118.01,34.13,38,3374,671,1906,640,4.0729,212300
-118.01,34.12,43,1185,207,657,198,4.5491,214800
-118.01,34.12,32,1937,332,922,340,3.94,278400
-118.01,34.11,32,1978,536,826,470,2.5114,212200
-118.01,34.11,43,1858,345,1054,329,3.5625,211600
-118.01,34.11,36,1722,320,794,322,4.2132,212200
-118.02,34.1,36,1928,361,1008,368,4.733,233700
-118.02,34.1,36,452,80,248,83,1.9688,226000
-118.02,34.11,39,1504,280,718,261,4.625,219000
-118.03,34.1,38,2301,416,1079,398,4.4236,233600
-118.03,34.1,30,2773,634,1376,540,2.7857,201700
-118.03,34.1,31,2647,539,1473,520,3.94,223900
-118.03,34.1,32,2668,609,1512,541,2.9422,233100
-118.03,34.11,38,2076,361,988,332,5.9175,416900
-118.04,34.11,44,773,120,405,121,5,447100
-118.04,34.11,37,1275,177,598,174,7.1885,500001
-118.05,34.11,42,3677,627,1779,622,5.1509,426500
-118.04,34.13,39,2485,382,1072,342,6.0878,430200
-118.04,34.12,39,2522,380,1113,357,5.2249,445200
-118.04,34.12,44,2007,288,921,307,6.5989,500001
-118.04,34.12,30,2170,318,984,309,5.6916,500001
-118.05,34.12,20,5218,959,2302,850,3.55,476700
-118.06,34.12,25,3891,848,1848,759,3.6639,248100
-118.06,34.12,34,2941,558,1660,576,4.5667,271500
-118.06,34.12,35,2053,369,1044,375,4.1875,275400
-118.05,34.11,48,1410,304,677,274,3.2596,272400
-118.06,34.11,36,2178,485,914,412,2.7656,239500
-118.06,34.11,39,2603,547,1196,487,3.0854,248700
-118.04,34.1,39,2302,412,1590,406,4.8017,273800
-118.05,34.1,36,1606,318,889,294,4.7931,272600
-118.04,34.1,38,2317,451,1155,426,4.1488,235300
-118.04,34.09,34,2597,461,1542,470,4.6211,248900
-118.05,34.1,30,2143,427,1107,416,4.2321,252200
-118.05,34.1,42,2065,404,1313,402,4.0179,274300
-118.04,34.09,34,2001,388,1461,397,3.8304,183000
-118.04,34.09,32,1339,334,817,349,2.8333,186000
-118.02,34.09,32,1747,399,1199,402,3.4286,191800
-118.02,34.08,29,2741,667,2449,677,3.6944,175200
-118.02,34.09,24,2080,514,1976,478,2.6917,170000
-118.03,34.09,29,1219,338,1152,323,2.8029,180900
-118.03,34.08,32,1780,484,1732,454,2.4464,169600
-118,34.1,34,2249,460,1544,441,3.4005,176300
-118.01,34.09,29,3402,747,2331,690,3.6094,179200
-118.01,34.1,27,2424,542,1713,557,3.8085,181400
-118.01,34.1,35,2120,412,1375,405,3.4609,166300
-118,34.08,29,2003,401,1520,364,3.994,195300
-118.01,34.08,30,2281,522,1969,500,3.6531,166300
-118.02,34.08,28,2769,631,2452,581,2.6071,175900
-118.01,34.08,35,1852,358,1414,347,4.275,173600
-118.01,34.09,32,1613,361,1283,404,3.1944,181700
-118,34.08,23,1627,318,1279,289,4.6467,185100
-118.02,34.08,31,2402,632,2830,603,2.3333,164200
-118.03,34.08,37,775,179,726,183,3.25,159200
-118.03,34.08,42,1597,373,1311,352,2.9688,162800
-118.01,34.07,22,6311,1572,6666,1456,2.9334,182600
-118.01,34.06,26,557,153,455,196,2.7721,155400
-118.01,34.07,24,5684,1485,6626,1481,2.2559,166800
-118.02,34.07,21,3245,959,3528,887,2.3236,156300
-118.09,34.18,34,3113,409,1139,418,10.2289,500001
-118.07,34.17,34,4062,597,1525,566,7.8588,454800
-118.07,34.17,36,2415,394,1215,413,5.5418,326100
-118.07,34.17,35,2142,373,986,374,5.7051,326000
-118.1,34.18,39,2321,336,880,339,7.7108,450000
-118.11,34.19,50,1430,186,620,201,9.532,483300
-118.12,34.19,52,2405,299,970,319,8.7835,444100
-118.11,34.2,36,4915,725,1897,700,6.827,359400
-118.13,34.2,46,2676,427,1022,395,6.4288,295500
-118.13,34.19,48,2539,425,930,364,4.7269,303900
-118.13,34.21,36,1449,235,621,210,6.1824,274100
-118.13,34.2,45,1213,206,529,231,5.6629,234000
-118.13,34.2,46,1271,236,573,210,4.9312,240200
-118.13,34.19,43,1621,365,1015,329,2.92,242200
-118.14,34.19,45,3595,619,1686,607,4.73,201000
-118.14,34.2,39,2569,426,1282,432,5.0953,207400
-118.15,34.2,37,1997,361,1037,363,3.7932,210300
-118.15,34.2,52,1786,306,1018,322,4.1518,182100
-118.15,34.2,46,1505,261,857,269,4.5,184200
-118.15,34.21,34,2765,515,1422,438,5.4727,238900
-118.13,34.19,42,2203,412,1012,377,4.0714,234000
-118.14,34.19,49,1678,277,737,287,3.7222,237000
-118.1,34.18,47,2168,352,902,361,5.894,300900
-118.11,34.18,52,3571,510,1434,490,5.9009,376000
-118.12,34.18,44,2357,342,891,337,6.3467,352700
-118.13,34.18,52,3094,519,1309,488,6.4223,310900
-118.1,34.17,46,1774,315,753,330,4.7241,279600
-118.1,34.17,48,1111,229,421,202,3.2813,268100
-118.11,34.17,50,3374,598,1484,569,4.99,261600
-118.11,34.17,46,2837,592,1453,549,3.1115,234600
-118.12,34.18,47,2344,513,1537,481,3.4777,230600
-118.13,34.18,52,1464,211,603,226,5.8309,309100
-118.12,34.17,37,2705,676,1551,608,2.2692,225000
-118.12,34.17,52,1835,330,777,317,3.7159,315400
-118.12,34.17,52,2948,542,1363,495,4.7098,287900
-118.09,34.17,36,2875,552,1131,458,4.3083,269300
